id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT068-048,LAT068-056,给马戈的五十封信,校对轮,已校对,方法,价值假定要接受透视,《马戈默思录》甚好，可多作，多抄与我，我不见得有意见，故亦不必逐条讨论，不过仍请照寄可也。你在默思录中说：“能够认识一切价值都是肯定了假定之后，你才能透视许多问题，达到高度的客观。”×××是被你肯定了的一个假定，可是你“透视”了吗？ “高度的客观”了吗？,045.非“痴”又一章.txt,11,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/045.非“痴”又一章.txt,"方法,价值假定要接受透视,非痴又一章"
LAT068-049,LAT068-057,给马戈的五十封信,校对轮,已校对,人格,学力不等于人品,林瘟生大文急思一阅为快，能为我寄上一册否？如有，勿忘也。此人之无耻虽在意料之中，然仍不能不愤愤，来书描述你们相会之状，甚引我之兴趣，我意此人不可交，去他妈的蛋罢！此事我告诉了××、××、×××，殊不知他亦支持瘟生所为，盖这些人是热衷之事功派，学以干禄避祸为主，故无论彼等学力多高，其人品仍是王八蛋也。,045.非“痴”又一章.txt,12,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/045.非“痴”又一章.txt,"人格,学力不等于人品,非痴又一章"
LAT068-050,LAT068-058,给马戈的五十封信,校对轮,已校对,知识,有研究问题才快乐,请你速烦宏武为我将此题译成德文寄来，越快越好。此题吾颇饶兴趣，连日搜求材料，动手动脚，身心颇有安顿处。人生快乐的条件之一在“时时有个自己感兴趣的问题想研究”。你说：“……旧的幻影不消，也不是件好事，也许应该忙些。……”此论甚是。,045.非“痴”又一章.txt,23,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/045.非“痴”又一章.txt,"知识,有研究问题才快乐,非痴又一章"
LAT068-051,LAT068-059,给马戈的五十封信,校对轮,已校对,写作,默思札记都要勤写,Thinking aloud与手勤记札记，皆在所必需，早该如此，盼你能多写点默思录出来，上比美奥里略大帝之默思录，不亦善乎！,045.非“痴”又一章.txt,28,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/045.非“痴”又一章.txt,"写作,默思札记都要勤写,非痴又一章"
LAT068-052,LAT068-060,给马戈的五十封信,校对轮,已校对,方法,生活好时幻想可调剂,我近日颇好，为论文忙，为朋友忙，为嘻皮笑脸忙，为读你信忙。很愉快。你说你的生活也很不错，那真好，可喜可贺，如生活能过得好，即使如你所说，用“幻想来调剂”，亦无不可也。,048.女孩子哪里有这么大的抗酵素？.txt,6,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/048.女孩子哪里有这么大的抗酵素？.txt,"方法,生活好时幻想可调剂,女孩子哪里有这么大的抗酵素"
LAT068-053,LAT068-061,给马戈的五十封信,校对轮,已校对,情爱,感情受现实环境影响,二爷事太麻烦，连日为其细心诊断，用力参谋，那袁妞儿对其甚不坏，只是女孩子人大心大，未免受环境影响而趋于现实耳。环境既是“一噢十休”，女孩子哪里有那么大的抗酵素？,048.女孩子哪里有这么大的抗酵素？.txt,7,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/048.女孩子哪里有这么大的抗酵素？.txt,"情爱,感情受现实环境影响,女孩子哪里有这么大的抗酵素"
LAT068-054,LAT068-062,给马戈的五十封信,校对轮,已校对,方法,留学打算不要三心两意,中央研究院需要论文数篇及院士、评议员两人以上之推荐。我觉得于你太不合适了，并且现实的困难又太大，我主张你一心一意的做留学的打算，别再三心两意！,049.好多个“最后一次”.txt,10,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/049.好多个“最后一次”.txt,"方法,留学打算不要三心两意,好多个最后一次"
LAT068-055,LAT068-063,给马戈的五十封信,校对轮,已校对,情爱,最后一次不可接二连三,你给×的信，老实说，我实在不赞成，即使如你所说，你的态度是强硬的可是那又有什么必要呢？我愿意武断地不客气地说，凡是自我跟她谈过以后，你再对她的任何表示，我都觉得不太好的，没有必要的，我真不晓得你有几个“最后一次”？我那天是代表一个“最后一次”去的，×一定奇怪怎么那“最后一次”以后又接二连三地来了“最后一次”呢？因此，我对你寄来这封信，虽然有你赋予可烧掉的权利，我决定还是把它保留起来，我的固执的看法率直奉陈，请马戈勿怪也。,049.好多个“最后一次”.txt,11,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/049.好多个“最后一次”.txt,"情爱,最后一次不可接二连三,好多个最后一次"
LAT068-056,LAT068-064,给马戈的五十封信,校对轮,已校对,文化,文化思想需要经济基础,一、我感到“行有余力则以学文”那句老话真是不错，而我们中国的知识分子几千年来受了“轻商主义”的毒，都不重视“钱财的力量”，不知道庞大的财力对文化思想的贡献，我深觉思想的传布有赖于经济的基础，孔丘之学的畅行，富商子贡的功实在很大；又如法国伏尔泰之多财善理财，于其生活之安静与学说之广被实在有不少助力，因此我主张我们真不妨做“文化商人”。（台北文星书店及敦煌书店的主持人即此类者，他们比普通书店的老板们高明多了。）,050.一封没写完的信.txt,4,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/050.一封没写完的信.txt,"文化,文化思想需要经济基础,一封没写完的信"
LAT068-057,LAT068-065,给马戈的五十封信,校对轮,已校对,文化,文化人开书店不同于商人,二、开明书店与新月书店之创办是我们最好的前例。惟新月书店因不善经营，故徐志摩死后即倒闭了；开明书店则蒸蒸日上，其基础虽远不如商务之雄厚，然其主持人之水准眼光与出书之精审则非商务所及，盖“文化人”之开书店与“商人”之开书店在本质上究竟是不同的，水准上当然也是各异的。,050.一封没写完的信.txt,5,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/050.一封没写完的信.txt,"文化,文化人开书店不同于商人,一封没写完的信"
LAT068-058,LAT068-066,给马戈的五十封信,校对轮,已校对,文化,赚钱资助文化事业,而我们却要经商，学者——文化事业，要之，赚钱资助我们的文化事业，该是我们的重要手段之一。,050.一封没写完的信.txt,10,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/050.一封没写完的信.txt,"文化,赚钱资助文化事业,一封没写完的信"
LAT068-059,LAT068-067,给马戈的五十封信,校对轮,已校对,人格,友情疏淡来自演化方向,由于个人演化方向的不同。我和马戈在友情上的逐渐疏淡，一点也不足奇。这点至少还证明了我和马戈两人，至少有一人是进步的。马戈出国以后，气宇自更不简单。我在《文星》时代，他还寄过五篇稿子（《血色鲜红的美国姑娘》、《美国南方的黑人》、《我再来时》、《费城行脚》、《地下的纽约》），都是清新可喜的文字。这两年来，由于人世的变化，我们更疏远了。十年的友情像一颗逐渐暗淡的小星，我们只有靠可怜的“心灵感应”，去维持它的余光了。,051.跋《给马戈的五十封信》.txt,9,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/051.跋《给马戈的五十封信》.txt,"人格,友情疏淡来自演化方向,跋给马戈的五十封信"
LAT068-060,LAT068-068,给马戈的五十封信,校对轮,已校对,文化,知识人苦闷有不同解脱,十年来，我在台大的朋友们，有的自杀了（如华昌平），有的愁死了（如王尚义），有的坐牢了（如魏廷朝），有的带着渺茫而残余的理想，跑到西方追寻一个新境界：他们有的在为衣食奔走之后，还维持基本调调而不衰；有的却落草为洋，在自由民主繁荣的社会里，做一名“太平犬”或“自了汉”……不论大家升天或入土、守死或放洋，朋友们所遭受的苦闷，都是一般知识人所遭受的普遍苦闷。际遇和解脱方式，自然尽有不同，但是大家这段“宿缘”，却多少使生者怀念。,051.跋《给马戈的五十封信》.txt,10,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/051.跋《给马戈的五十封信》.txt,"文化,知识人苦闷有不同解脱,跋给马戈的五十封信"
LAT068-061,LAT068-069,给马戈的五十封信,校对轮,已校对,写作,清谈救国也是书生报国,做为一个代表性的人物，我这个文妖式的怪杰，可能已是台大清谈派的唯一残存者。五年来我在文字海里兴风作浪，声东击西，总算还不失我“清谈救国”的老毛病。事到如今，连我这种最稳健最低凋的书生报国方式，也不受欢迎。我也只好暂时休息一阵。,051.跋《给马戈的五十封信》.txt,11,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/051.跋《给马戈的五十封信》.txt,"写作,清谈救国也是书生报国,跋给马戈的五十封信"
LAT068-062,LAT068-070,给马戈的五十封信,校对轮,已校对,人格,早年人生方式十年兑现,无论如何论断，我必须说，我是台大清谈派中，十年来唯一“没有出息”的痴汉，也是十年来唯一不改“狂奴故态”的蛮人。所以我说，我是一个顽固者，我在十年前就确定了我的人生方式，十年来的许多思想趋向和言行历程，几乎都在宿命和谶语轨道上行进。十年前我所想象十年后的我，我已把它一一挤兑，可是所能听证的朋友们，却已一一浮沉星散。浮者自然爬得高，沉者自然摔得重，只剩下那不高不重的滑头分子李敖之，仍旧半夜三更，独自故作壮语，津津乐道他是一个“立小志的完成家”！,051.跋《给马戈的五十封信》.txt,12,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/051.跋《给马戈的五十封信》.txt,"人格,早年人生方式十年兑现,跋给马戈的五十封信"
LAT068-063,LAT068-071,给马戈的五十封信,校对轮,已校对,写作,旧信可见思想演化,为了没有职业，混几个小钱花花，我现在把我在八年前三个多月里写给马戈的五十封信，稍加删节，统一发表。这里面只限于我给马戈的信，大多都是在情绪飘荡下，随手写的，自然许多都不成意思，荒唐可笑，自然也不表示全是我今天的思想。有兴趣仔细读我旧信的朋友，当然多少可从这些信中，抓到李敖思想与言行演化的痕迹，这些痕迹除了有“混几个小钱花花”的“价格”外，并没有多少“价值”。如果硬要挖出点价值来充数，姑且可说是一百年后教育史家獭祭的好材料。他们也许可以从这些信中，推想一个一百年前台大坏学生的虚无生活和坦白生活，从而下这样的结论：“钱思亮统治下的台湾大学，竟是这样的腐化！”,051.跋《给马戈的五十封信》.txt,13,《大李敖全集6.0》分章节/008.书信函件类/011.给马戈的五十封信/051.跋《给马戈的五十封信》.txt,"写作,旧信可见思想演化,跋给马戈的五十封信"
