id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT048-044,李敖秘藏日记,提取轮,待校对,法权,抢书钳制,这是我生平遭到的第三次装订厂抢书。这个政权非法抢夺百姓财产，以钳制言论自由，是由抢李敖的书开始的。始作俑者是警总宁俊兴中将和李国瑾中校，我愿史学家永远记得他们的名字。,004.5月26的日记.txt,11,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/004.5月26的日记.txt,"抢书,言论自由,法权"
LAT048-045,李敖秘藏日记,提取轮,待校对,政治,反乡愿,“为了人民和‘大局’”，人们应该“赞美”那更该“赞美”的，“鼓励”那更该“鼓励”的，而不该再为乡愿所骗，不论是国民党乡愿，还是党外乡愿，一律不该虚耗大家的感情。不给开国元勋黄克强立铜像，却给卖友求荣临革命却开小差的吴稚晖立铜像，这种国民党的“公道和正义”，是我们看不起的；党外人士老跟着陶百川、徐复观、康宁祥建立知人论政之规格，又跟给吴稚晖立铜像有何不同呢？这难道是刘福增看得起的吗？殷海光的大门人、李敖的老朋友，难道就这样没出息吗？,005.“黑军师”手记.txt,4,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/005.“黑军师”手记.txt,"公道,党外,政治"
LAT048-046,李敖秘藏日记,提取轮,待校对,文化,私昵造像,为了给我这一立论详细举一些证，我终于在昨天早上写完《砸掉那铜像！》，今早2点50起写完《党国元老的几副嘴脸》、《肚子疼的革命党》，对国民党不为邹容、章太炎立铜像，却为出卖邹、章的人立铜像，严厉的、仔细的予以批驳。其实，国民党这种颠倒历史、专捧其私昵，又岂仅铜像而已哉？有“吴稚晖先生水葬纪念亭”，此铜像之外，又有亭也；有《中央日报》“稚晖厅”，此铜像之外，又有厅也；有“中国文化大学”、“稚晖楼”，此铜像之外，又有楼也；有“吴稚晖先生百龄邮票”，此铜像之外，又有邮票也……由此可见，国民党用民脂民膏专捧其私昵，是样样全来的。,005.“黑军师”手记.txt,5,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/005.“黑军师”手记.txt,"历史,铜像,文化"
LAT048-047,李敖秘藏日记,提取轮,待校对,政治,狭小气量,国民党气量狭小，始自两人，一人是胡汉民，一人是吴稚晖，他们教猱升木，最后不可收拾。胡汉民最后自食其果，吴稚晖最后也罪无可卸，我连日辛苦作文，忍臭为国民党解臭脚布，臭气四溢，结论重点如此。我不服这口气，就要解出个真相，辛苦就是大快。,005.“黑军师”手记.txt,6,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/005.“黑军师”手记.txt,"国民党,真相,政治"
LAT048-048,李敖秘藏日记,提取轮,待校对,政治,敲去孙立人,为了重新印证一下《上山·上山·爱》中写圆山那一段，午后独去圆山。在“太原五百完人成仁招魂冢题辞”碑后，“中华民国四十年二月十九日陆军总司令孙立人敬撰”二十二字中，“孙立人”三字已被敲去。国民党之气量，竟然如此！,006.独游“太原五百完人成仁招魂冢”.txt,3,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/006.独游“太原五百完人成仁招魂冢”.txt,"气量,国民党,政治"
LAT048-049,李敖秘藏日记,提取轮,待校对,政治,连坐完人,〔补记〕阎锡山所以能有这么多的“完人”，重要原因之一是他的残酷连坐统治。1948年3月31日，他写《复青训队王云山等同志函》，说：“你们一千四百七十五人，誓死保卫太原，与城共存亡；并本三保证一必学的守约，谁做不到群众乱棍打死谁。这很表现了你们为组织奋斗牺牲的决心，我甚欣慰！你们要本此决心，共同努力做一个和组织共成功的人，在你们自己也一定会成了有前途的，你们好好共同努力去做。”阎锡山所说“谁做不到群众乱棍打死谁”，是他的拿手好戏。正因为他不断的采用群众乱棍打死人的方法，所以似乎棒头出“完人”，他才有那么多的“收获”。黄少谷挽阎锡山：“近四十载遗大投艰退食著书为素愿；有五百人成仁取义平生养士亦奇功。”乖乖，“乱棍”环伺，原来“士”是这么“养”的！最后，别人死在太原，他却活到了台湾，和所有国民党逃到台湾的人一样，“未克与父老同其始终”，一个个都是贪生之辈了。最有趣的，是阎锡山说他自己在太原围城时“衔命在都，商承大计”，因在南京开会，所以未能赴难，但是，阎锡山死的时候，阎夫人徐竹青、阎公子阎志敏、阎志惠及大批家属，均在台湾，这又是怎么回事？难道他们也来南京开会吗？可见阎锡山全家开小差，早就妥为之矣！,006.独游“太原五百完人成仁招魂冢”.txt,9,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/006.独游“太原五百完人成仁招魂冢”.txt,"阎锡山,连坐,政治"
LAT048-050,李敖秘藏日记,提取轮,待校对,政治,无情先烈,今天到台湾的国民党，他们以“归骨于田横之岛”自许，但田横不田横，又谁知道？只知道他们能有今日，是拜他们的先烈与“活先烈”卖命之赐；正因有“活先烈”之断后、有亲密战友在掩护他们撤退到台湾，他们才有今天。如今国民党喘息已定，对“活先烈”们却无情丑诋、不准归队、不准骨肉团聚，实在太不忠厚了。国民党的无情，可真叫人心寒呀！ （1984年6月7日）,006.独游“太原五百完人成仁招魂冢”.txt,10,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/006.独游“太原五百完人成仁招魂冢”.txt,"先烈,归队,政治"
LAT048-051,李敖秘藏日记,提取轮,待校对,政治,统战取舍,傍晚文杰、章义、继平来，并共进晚餐，他们都是文史方面很有成绩的新生代。章义说前几天他见到胡秋原。章义说，李先生为什么不考虑拉胡秋原他们一起做点什么，一起“统战”一下也好啊！我说统战有两种，一种是国民党式的，一律人弃我取、一网兜收，“捡到篮子里就是菜”；一种是共产党式的，虽然是联合次要敌人打击主要敌人，但也斟酌去取，不能联合到极不堪的对象而影响到自己的基本立场。胡秋原他们这种人，根本是政治杂碎，国民党丢掉大陆时候，这种人留在大陆不肯走，可是连共产党都不要他们，连共产党都不拿他们当统战对象，何况是我这种狷介拔俗的人呢？三年前有一天，碰到陈映真、曾祥铎、王晓波、毛铸伦、许良雄等几位，顺便一起吃饭，我对他们说：“请记住我的话：‘脱离胡秋原是检验真理的唯一标准’。你们跟他扯在一起一天，我们就会怀疑你们的水平一天。你们青年有为，何苦来抱着一双老腿不放？真是不智之至！”所以，拉胡秋原他们一起做点什么，我是不考虑的。,007.“统战”也要选择对象的.txt,5,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/007.“统战”也要选择对象的.txt,"统战,立场,政治"
LAT048-052,李敖秘藏日记,提取轮,待校对,人格,野马不羁,章义又说沈刚伯临死前告诉他，李敖才气过人，但是李敖不受人管，不受人管到头来会感到孤独寂寞的。我说野马在给人做牛做马受主子羁勒的家马眼中，当然不顺眼。,007.“统战”也要选择对象的.txt,6,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/007.“统战”也要选择对象的.txt,"自由,孤独,人格"
LAT048-053,李敖秘藏日记,提取轮,待校对,知识,暴政读书,在中共暴政下，能这样潜心读书自娱，钱钟书可说是绝无仅有的一位。普通中国新文学作家，他们对古代典籍兴趣根本不大，他们看不到世界各国新出版的文学作品，大陆出版的新作品，内容千篇一律，大同小异，他们读书的兴趣就淡了，友好同事大家无书可读，自己不读书也无愧于心了。所以王寒操先生讲起曹禺去年在北京同美国作家大谈杰克·伦敦的笑话，我完全相信。杰克·伦敦在共产国家系统里算是美国的经典作家，殊不知在美国本国，其一小部分流传的作品只能算是小男孩的读物了，成年读者很少人去碰它。据《纽约时报》3月29日的报导，1978年亚瑟·米勒（Arthur Miller）访北平后，曹禺才知道美国有这样一位名剧作家，这段消息简直不易置信。米勒两部名剧All My Sons，Death of a Saleman1941年百老汇初演，非常轰动，而曹禺本人1946年3月赴美，12月返国，不应该不注意到美国剧坛上这颗新星。很可能，长期住在北平，同欧美戏剧界毫无接触，日子久了，真把米勒这个人忘了。加上“文革”期间，曹禺也吃了不少苦，自言曾过过猪槽管理员的生活，身心受到磨折，米勒算是老几，还把他记在心上？,008.代曹禺驳夏志清.txt,19,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/008.代曹禺驳夏志清.txt,"曹禺,钱钟书,知识"
LAT048-054,李敖秘藏日记,提取轮,待校对,方法,史实校正,夏志清这段话，可就太不公道了。夏志清文章发表的时候，台大外文系出身的刘会云，一边看着报，一边对我说，她觉得夏志清弄错了。细查之下，亚瑟·米勒的“两部名剧”，All My Sons（《都是我的儿子》）是1947年1月29日在百老汇初演的，初演地点是皇冠剧院（Coronet Theater），演出之日，毁誉参半。这一年亚瑟·米勒才初在百老汇露头角，试问曹禺又何能时光倒流，在头一年就“注意到”他？至于夏志清说1947年百老汇初演Death of a Saleman（《推销员之死》），“非常轰动”，曹禺头一年在美国，“不应该不注意到”云云，则全是胡说八道。Death of a Saleman是1949年印行的。1949年2月10日在百老汇的摩洛斯哥剧院（Morosco Theater）上演，连演七百四十二场。夏志清说1946年曹禺在美国，“不应该不注意到”云云，试问曹禺又何能在前三年就未卜先知《推销员之死》？因为那时候，“推销员”非但没“死”，并且还没“生”哪！（《推销员之死》是亚瑟·米勒1948年8月起稿的）,008.代曹禺驳夏志清.txt,20,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/008.代曹禺驳夏志清.txt,"夏志清,考证,方法"
LAT048-055,李敖秘藏日记,提取轮,待校对,政治,主义幌子,平景从日本来电，大谈大陆三千多万共产党员，他们骑在九亿多老百姓的头上，是新的集体特权。我认为吉拉斯的“新阶级”正此之谓也。人间的问题总是强凌弱、寡暴众的问题，我年纪愈大，愈觉得这是人性的问题、利益的问题，不是主义的问题。主义只是幌子，任何主义都是一样。一个集团只要强凌弱、寡暴众，谈什么主义我都暗笑。共产主义如此，三民主义亦复如此。,009.1月的日记.txt,4,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"主义,利益,政治"
LAT048-056,李敖秘藏日记,提取轮,待校对,写作,定稿验忙,每天时间总是忙得不够用，因此更要在忙中忙甲不忙乙、忙东不忙西，逼自己“抢写”出成绩来。检验每天成绩的方法无他，只是要看写定了多少字，只要没写出定稿来，这一天就是忙错了。,009.1月的日记.txt,17,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"写作,成绩,方法"
LAT048-057,李敖秘藏日记,提取轮,待校对,法权,法律政争,上午天福、水扁、逸洋又被国民党法院陷害，在诽谤罪上，判出前所未有之重刑。国民党以法律做政争工具，已到了疯狂程度、不择任何卑鄙手段的程度。今天清早，各报及电视台即被通知届时去报导宣判情形，明显已先知判决结果，意在丑化党外，幸水扁当庭抗议，表现非凡。,009.1月的日记.txt,49,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"法院,诽谤,法权"
LAT048-058,李敖秘藏日记,提取轮,待校对,人格,毒药勇气,午与导群调查书摊被搜书情形。导群说昨天公政会散会后晚餐，林正杰气愤说：“李敖老是说我们，他为什么不出面领导？”导群说：“你们敢让他来吗？他是‘毒药’，他不怕坐牢，他一切场面都见过，他不怕国民党，他比你们好勇斗狠，你们跟得上吗？你们两天半就给他带到牢里去了，你们敢吗？你们敢，我明天就请他出来，我保证他出来！”导群说他此言一出，在座噤口矣！,009.1月的日记.txt,50,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"坐牢,勇气,人格"
LAT048-059,李敖秘藏日记,提取轮,待校对,方法,不高估政客,夜深南榕来，述水扁方面恐有变化，他说他佩服我在众口一声肯定的时候拒绝访问谈话，有所保留于先，自然不进退失据于后。他说他今晚恐怕睡不好觉。问我呢，我说我对政治人物从不高估，我不会。,009.1月的日记.txt,88,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"政治人物,判断,方法"
LAT048-060,李敖秘藏日记,提取轮,待校对,方法,禁止祝寿,维桢晨来，说要为我祝五十大寿，联合大家表示“台湾人对李敖的感谢”，我谢绝了他。我举这几天的事为例，我说我要写《台湾人的政治规格续集》呢，我说台湾人的不成材、不上路，都把我给气得夭寿了呢！还来祝什么寿！并且，我和严家淦一样，过生日也要全天做工的——敌人有的长处我全要有。我是“禁止祝寿”的。,009.1月的日记.txt,96,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"生日,做工,方法"
LAT048-061,李敖秘藏日记,提取轮,待校对,知识,糊涂逻辑,维桢事后打电话告诉我，我听了大笑。维桢说有许多人书念得愈多，愈糊涂。我说念得愈多愈糊涂不可怕，可怕的是，这种人居然还教人逻辑、教人思想方法、教人如何不糊涂，这就真正可怕了！,009.1月的日记.txt,100,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"逻辑,思想方法,知识"
LAT048-062,李敖秘藏日记,提取轮,待校对,方法,录音带判断,今天《联合报》说：“帝利市警察局29日在记者会中，就刘宜良命案发表简短声明指出，该局已得到一卷由陈启礼录制的录音带，因该案目前尚在调查期间，故录音带内容暂时仍不公布。据了解，帝利市警局在1月上旬左右，即已取得所谓陈启礼的自白录音带，但为了办案的准确性，警方一直保密，并对外宣称尚在寻找这卷录音带。”可见我最早的判断正确。我早就断定，美国官方早就找到录音带，然后谎说还没找到，以套取国民党先自行招认，看你先翻牌、看你先招出多少。国民党无奈，才“寡妇撒尿”式招出（“寡妇撒尿”是调查局办案人员骂人的话，意谓不痛痛快快撒尿，而是一点一点挤出来）。美国找到录音带是“1月上旬”，1月中旬国民党就关起情报局长汪希苓，公开承认涉案，这一被美国逼出的因果关系与时间前后，已极明确。国民党宣传说是“一清专案”逮捕陈启礼后，由陈启礼口供得知有江南命案，乃提供给美国，美国才因而破案，自是一派遮羞之言。（美国且已否认矣！）,009.1月的日记.txt,125,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/009.1月的日记.txt,"江南案,判断,方法"
LAT048-063,李敖秘藏日记,提取轮,待校对,政治,登记陷阱,阿娇姐来电，她说费希平、尤清他们要向国民党去登记，记者问她参加不参加，她说会上国民党的当，绝不参加。记者再追问，她笑说你们去问李敖先生，他说可以，我就参加。阿娇姐说这次水扁太太不去机场送水扁，内有文章。并说尤清头脑尤其不清。,010.2月的日记.txt,24,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/010.2月的日记.txt,"登记,党外,政治"
LAT048-064,李敖秘藏日记,提取轮,待校对,知识,不悦学,登恩来、小苏来。送登恩古碗一对。登恩今日困窘，基本原因是这个岛上读书风气太差。国民党是不悦学的，流风之下，高级读物也滞销了。,010.2月的日记.txt,74,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/010.2月的日记.txt,"读书风气,知识,文化"
LAT048-065,李敖秘藏日记,提取轮,待校对,人格,清高善变,看了不禁齿冷。《前进》今日得以讲风凉话，原因是我免费帮它打天下，使他们得以赚大钱（做议员前骑破50CC机车的林正杰，且已买了汽车、房子），立下基础，如今如此风凉起来，真是无耻极矣！（在上面日记写后二十二天，3月8日的《前进》封面上，赫然“定价55元”出现！在别人涨价到五十五元时，它骂别人，并在封面上印“定价50元（老价钱）”，可是只过了二十二天，它就“将查扣的负担转嫁到读者身上”矣、和“我们批评的对象犯下同样的错误”矣！《前进》此次涨价，内容既未“版面改进”，亦未“篇幅增多”，又未“物价调整之时”，但却高速出尔反尔，真是无耻之尤，林正杰式清高，原来如此！林正杰式善变，原来如此！此种“清高于先，拿钱于后”作风，唯胡茵梦足以媲美。三年前胡茵梦为了作秀心切，斗臭李敖，自己展示出无限清高，弃房子如敝屣，说李敖送她不要；但是曾几何时，她却“暗中”把房子接受下来，明着清高，“暗中”不再清高了；明着说一向对钱财之事没兴趣，“暗中”却兴趣可来得大。林正杰、胡茵梦这些伪君子，真令人看不过去，对这种人再予以曲容，真要道德故障矣！1985年3月9日补记。）,010.2月的日记.txt,103,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/010.2月的日记.txt,"前进,清高,人格"
LAT048-066,李敖秘藏日记,提取轮,待校对,政治,党部问罪,饭后去国塑为布告照相时，被蔡家债主发觉，乃邀我一起谈谈，我说你们太懦弱，当然讨不到债。我建议他们要到国民党中央党部问罪——“蔡辰洲明明是你们一年多前支持出来的，你们当然要负责。”,010.2月的日记.txt,141,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/010.2月的日记.txt,"国泰,责任,政治"
LAT048-067,李敖秘藏日记,提取轮,待校对,法权,搜书不休,午廷昱，南榕来。同到重庆南路书摊，得知大年初二，即有警总新进十余人去搜书，连过年都不放过也！,010.2月的日记.txt,151,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/010.2月的日记.txt,"警总,搜书,法权"
LAT048-068,李敖秘藏日记,提取轮,待校对,法权,律师使命,申虹电告：他们狮子会想义务提供律师给国泰塑胶受害人，可是今早被国民党党部警告。22日国塑受害人告诉我，他们的律师是国民党党部“介绍”来的，这些律师是何种身份与使命，可知矣！（3月10日《中央日报》载：“昨日的座谈会快结束之际，由于部分债权人认为对国塑采法律行动无济于事，应将责任归于监督疏忽的财经单位，致债权人与律师引起争执，出现不愉快场面，全场秩序一时混乱，几名律师在债权人相互喧嚷中，悄悄离开会场。”《中国时报》载：“一位债权人激动的向律师质问，在律师循法律途径索债无望的情况下，应将目标指向有关方面才有希望，此项提议引起债权人热烈鼓掌响应，使得在场的律师极为尴尬。律师团律师李永然则起立表示：‘我就像儿子回家挨老爸骂一样。’李永然语意流露着一股难以言喻的委屈。”按国民党台北市党部“介绍”的五位律师是石美瑜、李永然、刘树铮、林茂松、吴宏山。3月11日《自立晚报》载：“李永然并说，因为有少数债权人要求解决国塑事件，必须政府负起责任，有些律师不以为然，被部分债权人指责不尽力，是不公平的。他认为，并无任何依据，要求政府负责，站在律师的立场，讲究的是依法争取委托人的权益。……”其实此案政府是祸首，当然要政府负责。国民党党部“介绍”这种律师来，用心昭然若揭矣！1985年3月13日补记。）,010.2月的日记.txt,160,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/010.2月的日记.txt,"国泰,律师,法权"
LAT048-069,李敖秘藏日记,提取轮,待校对,人格,独立象征,夜2时完成《卖国大比赛》，距孙逝世六十年之期，只有四日，此时完成此文，亦有深意存焉。在海峡两岸均谋大力捧孙之际，我写此文，亦足象征知识分子之伟大独立矣！,011.3月的日记.txt,44,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/011.3月的日记.txt,"知识分子,独立,人格"
LAT048-070,李敖秘藏日记,提取轮,待校对,法权,查禁言论,收到“万岁”十六《魔王·魔王·牛魔王》被禁令（七十四年三月十三日（74）剑佳字第1326号），理由是：“由台北市天元图书公司代理发行之《万岁评论丛书》十六《魔王·魔王·牛魔王》一书，其中之《谁是支持国泰诈财的祸首》及《为民除害乎》等文，蓄意淆乱视听，挑拨政府与人民情感，足以影响民心士气，核已违反《台湾地区戒严时期出版物管制办法》第三条第六、七款，依同法第八条之规定扣押（查禁）其出版物。”所禁两文，分别为我与老孟杰作。,011.3月的日记.txt,71,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/011.3月的日记.txt,"出版管制,法权"
LAT048-071,李敖秘藏日记,提取轮,待校对,知识,智慧增长,西德总理阿登纳有一次演说后，一位朋友对他说：“总理先生，你昨天讲的话和今天讲的完全不同。”阿登纳笑答之曰：“这很可能，因为我的智慧每天都在增加。”龙虾在一生中，不因年纪大了就停止成长。可以人而不如龙虾乎？,011.3月的日记.txt,86,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/011.3月的日记.txt,"智慧,成长,知识"
LAT048-072,李敖秘藏日记,提取轮,待校对,写作,公开日记,午电会云，我说我在台湾，已经近乎全无秘密之人。现在每月在“千秋”上，且发表上月的日记，一切公开，由此可见。我打趣说，台湾发表上月日记，有二人焉，一为李敖，一为蔡辰男。蔡辰男在《工商时报》上发表日记，伪装其于国泰烂污有诚意，但是没有人相信他，故其日记停矣。蒋经国则是发表上年的日记，习惯固不同也！,011.3月的日记.txt,89,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/011.3月的日记.txt,"日记,公开,写作"
LAT048-073,李敖秘藏日记,提取轮,待校对,政治,苛政内化,午后见申虹。申虹说他要出一书，拟交星光出版社林紫耀，不期林紫耀坚持书名要改，并且要删去《包龙图致俞院长书》、《牛魔王上蒋彦士书》。——连警备总部都没有查禁的，胆小的商人都要自行查禁，这种心态，十足显示了苛政之下的神奇效果是什么。古话说：“苛政猛于虎”，苛政久了，你自己就是你自己的“老虎”了！,011.3月的日记.txt,90,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/011.3月的日记.txt,"苛政,自我审查,政治"
LAT048-074,李敖秘藏日记,提取轮,待校对,方法,缩小岛事,深感每天写专书的时间比例不够，时间总是为“岛事”（岛上人事与跟岛上有关的文字）所喧夺。决定严格维持比例，删减这些，过一番新生活。,011.3月的日记.txt,97,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/011.3月的日记.txt,"时间,专书,方法"
LAT048-075,李敖秘藏日记,提取轮,待校对,写作,方程式游记,以祺谈到蒋芸、侯榕生、庄因等写的大陆游记。说这些文字都是虚晃一招式写法，靠一套方程式来写，自然不能得中国之真，只是个人的滥情而已。,011.3月的日记.txt,99,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/011.3月的日记.txt,"中国,游记,写作"
LAT048-076,李敖秘藏日记,提取轮,待校对,法权,禁令倒置,官方罚卖党外书刊票亭，每次四千五百元，理由是卖禁书。但你禁令未下前，票亭如何能知是禁书？,012.4月的日记.txt,37,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"禁书,票亭,法权"
LAT048-077,李敖秘藏日记,提取轮,待校对,人格,人性之光,明道电话中说有些朋友是蛇蝎，使人心灰意冷，觉得人生乏味；有些朋友却给你人性之光、生命之光。这次述凡与敖之替他仗义，他至为欣慰。,012.4月的日记.txt,42,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"朋友,人性,人格"
LAT048-078,李敖秘藏日记,提取轮,待校对,法权,升官良心,碰到纪镇南。他以前在法庭上审过我的案子，现已退下为律师。他说：“公务员怎么能干！不听话不能升官，听话又违背良心！”（镇南弟弟是张博雅之夫。）“李敖兄你要多多照顾我生意呀！”,012.4月的日记.txt,102,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"公务员,良心,法权"
LAT048-079,李敖秘藏日记,提取轮,待校对,政治,保留批评,尤清、太荣、永丰来，约至香宜午餐。去时正杰已在座。正杰述和解之意，愿联合发表声明。我说你们是首事之人，你们自己发表好了，内容我如满意，自可和解，但我仍保留就政治规格上批评你的权利，同时南榕他们对你的批评我也概不负责。正杰说他在我生日时要送蛋糕来，我说恐怕不够吧，要连“切蛋糕的”（指柏杨）一起送才及格。饭后尤清、正杰送我到家，并坚持送我上楼，尤清说，此目的盖防陈文成事件重演也。,012.4月的日记.txt,111,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"政治规格,批评,政治"
LAT048-080,李敖秘藏日记,提取轮,待校对,知识,拒绝江湖,申虹说有些人有“拒绝”并发症，此症一发，俨然是吃拒绝饭的。拒绝随片登台也，拒绝大专联考也，不一而足。但这些人水平极差，故彼等之“学术水平”实在高中程度，其书法尚且不如国中生。凭此种程度，就悍然高速插队，跑文化江湖矣！其实“江湖愈老，胆子愈小”。这些人妄作，徒不见其自量耳！,012.4月的日记.txt,131,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"文化,水平,知识"
LAT048-081,李敖秘藏日记,提取轮,待校对,政治,一生证明,今日《民众日报》载：“前立法委员康宁祥应邀到高雄演讲时，呼吁党外人士应以具体行动来争取言论自由，他同时在被询及高雄事件发生后，他未受牵连时表示，检视政治人物，应以其长期表现作依据，不应相信一时的政治气候。”——继林义雄以后，又一个“请看我一生，不要看我一时”派！这些人要用一生来证明自己清白，他们以为自己要活多久？八百岁？,012.4月的日记.txt,142,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"政治人物,清白,政治"
LAT048-082,李敖秘藏日记,提取轮,待校对,文化,三民主义加工,《中央日报》今日登（中央社台北24日电）：“明天是大思想家任卓宣教授九秩荣寿，蒋总统经国先生特别题赠‘教绩延庥’五尺长寿轴向他祝寿。”“任卓宣教授生于民国前十六年，一生精研三民主义及国父思想，严斥共党谬论，学术研究著作等身，导正影响世道人心至钜，其心性亦淡泊名利。”没想到我跟我这lousy老敌人竟同一天生日，而他大我四十岁。任卓宣一生勤勉，但是心术太坏、头脑不清，所以一生空忙，把“三民主义”宣传得除了使人更不爱读以外，别无任何成绩，哀哉！此公犹不自知也！（任卓宣居然没被“三民主义”烦死，居然还把“三民主义”加工，烦死别人，可怕哉！）,012.4月的日记.txt,155,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"任卓宣,三民主义,文化"
LAT048-083,李敖秘藏日记,提取轮,待校对,人格,不顾人言,虚一留信，谓：“昨日天元送来我兄‘诗致各位老友’的《五十闭关宣言》，读了怅然若失久之。但我也立想到胡适在其《留学日记》里，所记赞美美国伟大总统之一的学者总统Thomas Woodrow Wilson的名言。我特录下胡所记述Wilson的名言，奉赠老兄，聊表奉慰：‘威氏之言曰：爱国不在得众人之欢心。真爱国者认清是非，但向是一面做去，不顾人言，虽牺牲一身而不悔。’”其实，威尔逊这种伟大的态度，不止对爱国者而已，在许多方面，也是一样的。我对党外的态度，就是如此。,012.4月的日记.txt,164,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"爱国,党外,人格"
LAT048-084,李敖秘藏日记,提取轮,待校对,法权,抓人脱罪查禁,“千秋”四十三查禁令如下：“由台北市信义路天元图书公司代理发行之《千秋评论丛书》四十三《五十·五十·易》一书之下册，其中之《从杀人灭口到抓人脱罪》一文，原刊《发扬》周刊，经明令查禁，今该书又予刊载散布，以淆乱视听，挑拨政府与人民情感，核已违反台湾地区戒严时期出版物管制办法第三条六、七款之规定，依同法第八条，应扣押其出版物。”,012.4月的日记.txt,193,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/012.4月的日记.txt,"查禁,出版物,法权"
LAT048-085,李敖秘藏日记,提取轮,待校对,方法,高标伪善,当凡夫俗子们不能达到一百分，而你却以一百分为要求标准，结果有两个：第一是造成他们“取法乎上，仅得其中”的效果；第二是造成他们作伪与人格分裂的效果。不幸的是，绝大部分是后一种效果。因此，许多悬格甚高的主义，只能要求圣人，却不能要求凡夫俗子。凡夫俗子只能考六十分也。,013.欲看湖光不自由.txt,9,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/013.欲看湖光不自由.txt,"标准,人格,方法"
LAT048-086,李敖秘藏日记,提取轮,待校对,政治,圣人格政制,蔡元培说有一介不取的人格，方足以言共产；有坐怀不乱的人格，方足以言共妻。蔡元培言共妻之说，自属笑谈，因为坐怀不乱，还坐什么怀？别人老婆既坐到怀来，就是要乱啊！至于共产之说，则是一针见血。共产主义目标极崇高动人，但毛病是悬格高到要求人人做圣人，但是圣人谈何容易！结果圣人不成，希圣也希不起来，弄成一大堆作伪与人格分裂倒是真的。,013.欲看湖光不自由.txt,10,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/013.欲看湖光不自由.txt,"共产,人格,政治"
