id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT032-024,上山·上山·爱,校对轮,已校对,情爱,灵肉二分制造现代失败,“为什么灵要比肉高呢？灵比肉高的想法是有问题的，我要好好给你洗一次脑。想想看：人类本是动物出身，他在原始竞争中，肉体的本钱并不足：游不过鳄鱼、缠不过巨蟒、跑不过豺狼、打不过狮熊虎豹。一场混战下来，结局常是‘人为万物之肉’。这时候，人类站起身来，开始头脑体操，最后自败部转入胜部冠军，成为万物之灵。灵呀灵的，到头来却发现不够灵，因为解决不了灵与肉的多边关系问题。最早闹出这种问题来的，是西方中古前期的基督教。基督教的理论家和‘文字警察’们，认为人类灵魂的永生，有赖于一个先决条件，就是对肉的控制。对肉的控制，本是哲学家、宗教家的一个老题目，但到了中古教棍手里，却变得走火入魔。中古教棍提出一种毫无根据的怪论，叫做‘唯灵论’，或叫‘灵魂至上论’、或叫‘崇灵贬肉论’。这种怪论，不论怎么巧立名目、怎么叠床架屋、怎么演绎，它的基本论调，不外‘灵’是高的、圣的、好的；‘肉’是低的、邪的、坏的。这种灵上肉下发展的颠峰，可以达到肉的行为足可全被灵给架空的魔术程度。一个学者型的教棍有次发为妙论，宣布只要在灵的方面不怀邪念，甚至可以摸修女的大奶奶或小奶奶，而毫不犯淫罪。这就是说，肉的行为，只要一滴灵，就可以一点也不肉了！这种灵肉分离的摸奶奶功夫，这种目中有色、手中有肉、心中无色的言论，进一步发展就更精彩了。《教会史》（Historia Ecclesiasticus）里记巴力斯坦的洋和尚，能过‘百分之百的高明而神圣的生活’，能够‘完全克服他们的情欲’，火候可达到‘与女人一起洗澡，也无所谓’的程度，因为他们的道性，‘不论看也好、不论摸也罢、不论搂也成，不论怎么动作，他们都不能恢复自然状态与反应。’换句话说，他们都是柳下惠、柳下惠、柳下惠。——柳下惠极了！真这么柳派吗？恐怕大有问题。这种‘目中有色，心中无色’的不近人情的唯灵论，它在灵的方面，成色如何、纯度如何，一细查教棍们狗屁倒灶的历史，便恍然大悟。经查自教皇以下，衮衮诸公，都不乏有私生子的记录。私生子生下来，他们纷纷谎报，说这些小朋友是自己的侄儿或外甥（nephew），进而大加提拔，形成标准的‘引用亲戚’（nepotism）现象。演变到跟他们没有生殖器关系的非公子哥儿，就难得出人头地。这种高度唯灵论的低级趣味，把他们一海底捞，就原形毕露。所谓唯灵之灵，其实一点也不灵。虽然这样，唯灵论者还是作怪不已。有些洋和尚坚持与处女同床，但要秋毫无犯，这种故意用来考验自己的女人，专有名词叫mulieres subintroducate 私养的女人。一本《爱尔兰圣徒传》（Lives of Irish Saints）里，曾记录两个圣徒，都自信通过了同床异梦的考验，而比赛谁最坐怀不乱。别人争短长是争雄，唯灵论者争短长却是争不雄，真是所争非她了！这种公然不雄赳赳的气昂昂，毕竟非常人所能堪，所以道性低的唯灵论者，只好釜底抽薪，采取根本隔离的办法，他们坚持‘不见可欲，其心不乱’。莫里哀（Moliere），在《塔土夫》（Tartuffe）一剧里，描写塔土夫一见陶丽茵（Dorine），就赶忙掏出一条毛巾给这女人，理由是：若不用毛巾挡住大奶奶或小奶奶，看到的人的灵魂将会受伤！像塔土夫这种鲁男子，还算是见到肉才不能自制的。另有一种尚没见肉只见女人就不行的，就更惨不忍睹。宗教史里有太多的‘拒见女人’的故事，来科波利斯（Lycopolis）地方的圣徒，有四十八年之久没见过女人，为了深信只有这样彻底的不见肉，人才能够只见灵。唯灵唯到这种落荒而走的境界，他们的灵也真太见不得人啊！上面所说唯灵论的种种怪象，它的基本魔障，就在将人‘灵’‘肉’二分。误信灵肉二分的人，他们在生理构造上，好像多了一层‘道德的横隔膜’。隔膜以上，是仁义道德、是上帝；隔膜以下，是男盗女娼、是魔鬼。他们认为，灵是清洁的，肉是肮脏的，因而崇灵贬肉。这种崇灵贬肉一蔓延，即使教棍以外，许多知识分子也大受感染，而绝对的灵上肉下起来。这个岛上，一位狂热拥护中国文化的大学教授，在课堂上，总用上部讲精神文明‘存天理，去人欲’的经典文化；可是课堂下来，他却常用下部去反对经典中‘采封采菲，无以下体’的训示，而买肉青楼。不过可为这类教授开脱的是：灵肉的二分，倒不乏时代的背景，不能独责于他。中国古代的知识分子，他们真正灵肉一致的焦点，不是老婆，而是旧艺综合体——窑姐儿。这些日本艺妓的前身，她们不但会饮酒赋诗、小红低唱，同时还会柳腰款摆，‘教君恣意怜。’不料后来世风日下，人心不古，人身亦不古，并且身心不再合一。女人‘灵’的一部分，已上升到月满西楼的修道院；‘肉’的一部分，已下降到江山楼的妓院的‘卡紧卡紧’（快快）派，以致心物二元起来：形而上者有灵无肉，形而下者有肉无灵，前者启灵过分，后者泄欲太多，两相辉映，终于变成了现代的不灵不肉之人。目前我们眼之所见的现代人，十九都是不灵不肉的，而不是‘灵肉合一’的，这是现代人的一大失败。我这里说现代人失败，并非说老祖宗们‘灵肉合一’的成功，而是觉得：以现代人的进步和头脑清楚，理应比老祖宗们处理得高明、处理得漂亮、处理得达生近情、处理得和谐有致，可是细看之下，显然并不如此。现代人仍在灵上肉下里兜圈子，又不能不肉，结果只好在‘灵魂纯洁’‘肉体不纯洁’的迷宫里打转，在忏悔与罪恶感之中周而复始。现代人一方面追寻琼瑶《窗外》的纯情派十七岁，一方面浪迹宝斗里巷内的人肉市场，这是他们最大的羞耻。真正的灵肉一致者，绝不如此。他的境界，是《列子》书中‘心凝形释’的境界，他发乎灵，止乎肉，但绝不花钱买肉。扬州二十四桥的诗人杜牧，形式上是逛窑子，实质上该是因妓谈情，因灵生肉。他若是花钱打炮的粗汉，也不会‘赢得青楼薄幸名’了。现代买肉青楼的知识分子，实在无幸可薄，他们只是一团俗物，俗得连‘摸修女的奶’的伪善都不配，——只该吃奶嘴！如今我这种灵中有肉、肉中有灵，既有灵感、也有肉感的人被人罚，一定得背对着女人说话，才能不犯罪，你说多不公平啊！”,002.第一部——三十年前.txt,669,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"灵肉,唯灵论,肉体,情爱",LAT032-025
LAT032-025,上山·上山·爱,校对轮,已校对,情爱,爱情不该崇灵贬肉,这是何等灵肉平等的伟大提示！这诗人又指出：肉乃是‘愉快’（pleasant）的象征，是可以给灵做漂亮的‘玫瑰网眼’（rose-mesh）的，这种卓见，实在值得满脑袋‘灵魂纯洁’‘肉体不纯洁’的卫道者反省。懂得爱情的人，绝不忽略灵肉任何一方面。说灵是高的、圣的、好的；肉是低的、邪的、坏的。这种灵上肉下的思想，是错误的。灵肉其实是对等的、平均的、均衡的，灵中有肉、肉中有灵。噢，小葇，你不也是这样相信吗？你要的我，不是纯灵的‘柏拉图式恋爱’（Platonic Love）吧？也不是纯肉的强暴你的发泄吧？你要的我，当然是灵肉一致的，是不是？”我把她从我怀里扶开，捧着她的小脸，逼问她。“是不是？你说是不是？难道你真的只要‘柏拉图式恋爱’？那样也可以，我们就在这房里‘精神恋爱’吧，我保证我不碰你，你可以放心；还是你要我把你当做人肉贩子转运来的小女奴，由我一次又一次的强暴你？”,002.第一部——三十年前.txt,685,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"灵肉平等,爱情,肉体,情爱",LAT032-026
LAT032-026,上山·上山·爱,校对轮,已校对,情爱,情欲可同时发生,“你怎么还是那么传统？肉来肉去。其实，你记着：没有欲，哪有情？没有肉，哪有灵？情欲之间、灵肉之间，其实也有主从关系、本末关系、因果关系，其实仍是肉欲在先、灵情在后，只不过灵随肉来、情随欲至，甚至后来居上，变成‘唯灵论’、‘女神论’了。对一般女孩子说来，爱情要慢慢培养，慢慢自灵而肉、因情生欲，其间有一段时间、一段过程，不过，对我说来，当我遇到使我着迷的女人，我的反应是instant、是即溶式的，我会立刻在灵和情上‘爱上她’，同时在肉和欲上‘想上她’。‘爱上她’的‘上’字是前置词，‘想上她’的‘上’字是动词。换句话说，爱一个可爱的女人和搞一个可爱的女人，对我没有时间的落差，我是形而上‘一见倾心’同时形而下‘蠢蠢欲动’的。虽然事实上我绝不色急或急色，甚至我对一些女孩子可以完全例外做到‘唯灵论’、‘女神论’，从但丁（Dante）‘对拜垂丝’（Beatrice）式的情人神圣化到萧伯纳对爱伦·黛丽（Ellen Terry）式的纸上罗曼斯，我都可以做到。”,002.第一部——三十年前.txt,845,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"欲,情,爱情,情爱",LAT032-027
LAT032-027,上山·上山·爱,校对轮,已校对,情爱,情圣靠内部作业,不平静是低手、是凡人的爱情，平静是高手、是情圣的爱情。情圣得其静趣、得其禅机、得其神往、得其心凝，绝大部分是他自己的“内部作业”——因外有所得而内有所获、因外有小交会而内有大波澜。但丁的《神曲》，就是这么来的，但女主角却不知道。这是何等“内部作业”、何等伟大的“内部作业”！也许有一天，我会以“内部作业”方式，写下小葇和我的情史。,002.第一部——三十年前.txt,1275,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"爱情,情圣,内部作业,情爱",LAT032-029
LAT032-028,上山·上山·爱,校对轮,已校对,情爱,精神恋爱和灵肉关系并存,我相信爱情一部分是灵肉一致的关系，另一部分是纯灵的关系。灵肉一致的关系有它的极限，但是纯灵的关系却没有。所以，“精神恋爱”对某些情人说来，是有道理的。我和一些我心爱的情人并不上床，或并不急于上床，其意在此。当然另有上床的，那是灵肉一致的关系，不是纯灵的关系。这两种关系，都是令人神往的。小葇是唯一能使我又纯灵、又灵肉一致的。因为在灵肉一致以后，她立刻会转化成纯灵状态，纯洁得使我一尘不染，庄严得使我神交梦驰。,002.第一部——三十年前.txt,1317,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"精神恋爱,灵肉,关系,情爱",LAT032-030
LAT032-029,上山·上山·爱,校对轮,已校对,情爱,第一流爱情以幻成真,"这诗的立论是很明显的，真幻实为一体，但是幻是更根本的。这种根本，并不是笛卡儿（Descartes）“我思想，所以我存在”（Cogito, ergo sum）那种、而是真是存在的，但只有根之以幻才成；而幻的存在，也要附之以真才成。这种关系，有点玄妙，但在第一流的爱情里，我们便可看到它的相成。没有幻的爱情，其实是一种假的真，“假作真时真亦假，无为有处有还无。”当你追求的纯是真的一面，你将发现真只是缺憾、现实与索然，并且变化不居。逃离这种情境的方法只有“意淫”、“精神恋爱”、“限时分手”，此外别无他途。",002.第一部——三十年前.txt,1339,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"真幻,爱情,精神恋爱,情爱",LAT032-031
LAT032-030,上山·上山·爱,校对轮,已校对,情爱,短暂距离保存青春可爱,其实，享有青春美丽女人的可爱，只有在几种设限条件下才存在、才永恒存在，那就是在时间上，短暂；在空间上，距离；在关系上，神秘；在离合上，无常。其中距离最令人奇怪，当裸体在一起时候，还有距离可言吗？那时可说没有，但裸体过后，就要把距离恢复，像从遥远的山顶上下来，你又同它保持了遥远。,002.第一部——三十年前.txt,1348,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"青春,短暂,距离,情爱",LAT032-032
LAT032-031,上山·上山·爱,校对轮,已校对,情爱,爱情要在最好时归宿,“正因为悲观于先，所以才快乐于后。大概是我太聪明了，太了解爱情的本质了，所以才时时要先发制人，掐死爱情，而避免被爱情掐死。恰像玫瑰盛开的时候，你把它掐下来，在它最好的时候，送给情人，做了最好的归宿，虽然它很快会凋谢，但不掐它，让它老死枝头，又有什么意思呢？”,002.第一部——三十年前.txt,1353,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"爱情本质,短暂,情爱",LAT032-033
LAT032-032,上山·上山·爱,校对轮,已校对,法权,著作权不是天然神圣,我说：“人类开始写书的时候，只是写书就开心了，压根儿没想到什么著作权，这种念头，是近代财产权观念精益求精以后的事，也就是说，这是近代先进繁荣社会的产物。以英国论，英国形成先进繁荣社会，为时很早，当她形成这种社会以后，她的一切，都要有板有眼的来，一切都要制度化、习惯化。英国祖先虽是北欧海盗出身，可是一旦沐猴而冠起来，也不得不装成人样——至少自己人对自己人，要装成人样。换句话说，自己人对自己人可不能再海盗了，要海盗，要朝外海盗，不能在家里海盗。就这样的，英国慢慢形成了保护财产权的法律，著作权就是其中之一著作权的定义就是：老子编印的书，是老子的，你小子除了乖乖去买以外，休生歹念，不可盗印！书价也是老子定的，老子高兴定多少，就多少，你买不起，活该！穷人还想读书吗？屁！不幸的是，正在英国趾高气扬的时候，有一些不信邪的先锋性人物出来，脱离了老子，自己去当老子了，这，就是美国的独立革命。美国在独立革命前后，在北美洲东海岸，已经云集了大量的牛鬼蛇神，他们是自由热爱者、是上帝代言人、是走私专家、是革命党、是心怀不平的平民、是亡命徒、是新生代……他们在海外创建了新天地，成立了新国家。他们的手法是笨拙的，可是很有冲力、很有叛逆性，他们的基础很单薄，要建国、要称霸，必须有赖于先进繁荣的母国——英国——的技术指导，可是英国当时气都气死了，哪里还肯帮他们。于是，老美们只好来个拳击的‘技术击倒’（T. K. O.），开始智胜了。方法之一是：在十三州的文化沙漠中，盗印英国书，以袭取英国的速成方法，迎头赶上。试看他们海盗书店（The Viking Press）出版的《袖珍爱默生集》（The Portable Emerson），翻翻1837年9月13号爱默生写给英国文豪卡莱尔（Carlyle）的信，信里说他告诉盗印商：‘卡莱尔的书暂时不能盗印，总该先给人家一点输入英国原版的时间。’他又向卡莱尔抱歉说：‘我觉得很难为情，你教育我们的青年人，而我们却盗印你的书。有朝一日，我们会有比较完善的法律，也许你们会采用我们的法律。’但是，‘有比较完善的法律’来保护著作权，老美可没那么痛快。老美清楚知道：她的母国英国，为了迎头赶上，曾大量盗印过欧洲大陆的书，大哥有前科如此，岂不‘大哥莫话小弟’？岂止前科，并且正是现行犯、现行惯犯，在爱默生写信的当时，便是如此。据我所知，英国盗印欧洲大陆的书，一直拖到1886年才停止；美国盗印英国和德国、法国、俄国的书，直到1891年才停止。最妙的是，今天警告中国人不要盗印《大英百科全书》的大阔佬老美，当年穷小子的时候，就公然盗印过《大英百科全书》。那时候《大英百科全书》在英国出版，英国人警告老美，但老美的政府可不媚外，睬也不睬英国，照样由小民盗印不误。直到最后，老美自己慢慢站起来了，要加入国际版权同盟了，参众两院的议员们，还保护小民不遗余力，死不肯立下‘比较完善的法律’，而大打太极拳。前后拖了五十年，才兑现了爱默生的‘有朝一日’，那时候，美国已饱受盗印之利，已经变为世界一等强国了。今天美国的国会议员，忘了他们有过盗印《大英百科全书》的老祖宗了，居然施展压力，以政治方法，干涉起中国人盗印《大英百科全书》来。国民党政府的大官人，居然也'俯允所请'，大加查扣——非法的查扣，闹得天翻地覆。其实，盗印在中国是根本不犯法的。”,002.第一部——三十年前.txt,1889,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"著作权,盗印,法律,法权",LAT032-035
LAT032-033,上山·上山·爱,校对轮,已校对,知识,了解中国不能靠新学究,“这就是我的功德之一。我这么多年来写文章，就是帮助中国人了解中国，帮助非中国人，包括洋鬼子、东洋鬼子、假洋鬼子别再误解中国。中国人不了解中国。为什么？中国太难了解了。中国是一个庞然大物，在世界古国中，它是唯一香火不断的金身。巴比伦古国、埃及古国，早就亡于波斯；印度古国，早就亡于回回。只有中国寿比南山，没有间断。没有间断，就有累积。有累积，就愈累积愈多，就愈难了解。从地下挖出的《北京人》起算，已远在五十万年以前；从地下挖出的《山顶洞人》起算，已远在两万五千年以前；从地下挖出的彩陶文化起算，已远在四千五百年以前；从地下挖出的黑陶文化起算，已远在三千五百年以前。这时候，已经跟地下挖出的商朝文化接龙，史实开始明确；从纪元前841年起，中国人有了每一年都查得出来的记录；从纪元前722年起，中国人有了每一月都查得出来的记录。中国人有排排坐的文字历史，已长达两千八百多年。在长达两千一百多年的时候，宋朝亡国丞相文天祥被带到元朝丞相博罗面前，他告诉博罗：‘自古有兴有废，帝王将相，挨杀的多了，请你早点杀我算了。’博罗说：‘你说有兴有废，请问从盘古开天辟地到今天，有几帝几王？我弄不清楚，你给我说说看。’文天祥说：‘一部十七史，从何处说起？’三百多年过去了，十七史变成二十一史，明末清初的大思想家黄宗羲回忆说：‘我十九、二十岁的时候看二十一史，每天清早看一本，看了两年。可是我很笨，常常一篇还没看完，已经搞不清那些人名了。’三百多年又过去了，二十一史变成了二十五史。书更多了，人更忙了，历史更长了，一部二十五史，从何处说起？何况，中国历史又不只二十五史。二十五史只是史部书中的正史。正史以外，还有其他十四类历史书。最有名的《资治通鉴》，就是一个例子。司马光写《资治通鉴》，参考正史以外，还参考了三百二十二种其他的历史书，写成二百九十四卷，前后花了十九年。大功告成以后，他回忆，只有他一个朋友王胜之看了一遍，别的人看了一页，就爱困了。为什么别人爱困了？因为太多了，太多了。何况，古书不只什么二十五史，它们只不过占二十五种。古书远超过这些，超过十倍一百倍一千倍，也超过两千倍，而是三千倍，古书有——十万种！吓人吧？这还是客气的。本来有二十五万种呢！幸亏历代战乱，把五分之三的古书给弄丢了，不然的话，更给中国人好看！又何况，还不止于古书呢！还有古物和古迹，有书本以外的大量考古出土……要了解中国，更难上加难了。又何况，一个人想一辈子献身从事这种‘白首穷经’的工作，也不见得有好成绩。多少学究花一辈子时间在古书里打滚，写出来的，不过是‘断烂朝报’；了解的，不过是‘瞎子摸象’。中国太难了解了。古人实在不能了解中国，因为他们缺乏方法训练，笨头笨脑的。明末清初第一流的大学者顾炎武，他翻破了古书，找了一百六十二条证据来证明衣服的‘服’字古音念逼迫人的‘逼’字，但他空忙了一场，他始终没弄清‘逼’字到底怎么念，也不知道问问吃狗肉的老广怎么念。顾炎武如此误入歧途，劳而无功，而他却还算是第一流的经世致用的知识分子！又如清朝第一流的大学者俞正燮，他研究了中国文化好多年，竟下结论中国人肺有六叶，洋鬼子四叶，中国人，心有七窍；洋鬼子四窍；中国人肝在心左边，洋鬼子肝在右边；中国人睾丸有两个，洋鬼子睾丸有四个……并且，中国人信天主教的，是他内脏数目不全的缘故！俞正燮如此误入歧途，劳而无功，而他却还算是第一流的经世致用的知识分子！二十世纪以后，中国第一流的知识分子，在了解中国方面，有没有新的进度与境界呢？有。他们的方法比较讲究了，头脑比较新派了，他们从象鼻子、象腿、象尾巴开始朝上摸了。最后写出来的成绩如何呢？很糟。除了极少数的例外，他们只是一群新学究。西学为体，中学为用。其实天知道他们通了多少西学，天知道他们看了多少中学。他们是群居动物，很会垄断学术，专卖学术，和拙劣宣传他们定义下‘中央研究院’式的学术。于是，在他们多年的乌烟瘴气下，中国的真面目，还是土脸与灰头。中国这个庞然大物，还在雾里。至于中国人以外，洋鬼子、东洋鬼子、假洋鬼子，他们就更别提了。所谓中国通、所谓汉学家，他们基本上是一群‘斜眼派’……”我说着，把眼睛一斜，从左斜做到右斜。,002.第一部——三十年前.txt,1955,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"中国,历史,知识分子,知识",LAT032-036
LAT032-034,上山·上山·爱,校对轮,已校对,文化,缠足暴露知识分子的失声,“可不是，有的中国人最没审美观，以男人留辫子为美、以女人缠小脚为美，还说文明，这真是王八蛋文明。中国知识分子谈了一千年的‘为天地立心，为生民立命’，可是却听不到小女孩缠小脚时硬把骨头折碎、把肉压烂的哭声，你说王八蛋不王八蛋？”,002.第一部——三十年前.txt,2178,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"缠足,知识分子,文明,文化",LAT032-037
LAT032-035,上山·上山·爱,校对轮,已校对,文化,纯洁不是孤芳自赏,我转过她的身，从背后搂住她。“这才是真的纯洁，纯洁不是空谷幽兰、纯洁不是孤芳自赏，真的纯洁是要献出、要献身，像以处女献神一般的，要做为牺牲才能彰显出来。Physical contact with me is tantamount to spiricual purification.像是一支漂亮的腊烛，它要燃烧才有用。处女献神就是一种燃烧，否则变成老处女，又纯洁何用？要记得，云雨中的纯洁才是真的纯洁，不论你心上的男人怎么蹂躏你，你仍旧此心不染、超尘脱俗、一清如洗，并且把蹂躏你的男人一起提升，这才是真的菩萨功夫。佛教里有一种欢喜佛，它是偶像崇拜中最怪异的偶像，偶像上不是一个佛，而是男女两个，不但抱在一起，并且还性交着。在《大圣欢喜供养法》中有一段说明，我会背，背给你听：,002.第一部——三十年前.txt,2226,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"纯洁,欢喜佛,文化",LAT032-038
LAT032-036,上山·上山·爱,校对轮,已校对,文化,佛门也讲以欲止欲,“佛门传教，有一奇怪的理论，叫做‘以欲止欲’，主张用风情万种的美女，吸引好色之徒，以引你性欲为手段、以导你信佛为目的，这在《宗镜录》和《维摩诘所说经》中，都公开宣扬过。而所谓观音者，也是舍身干这行的。因为观音的造型之一就是纯洁的美女，像你一样。”,002.第一部——三十年前.txt,2244,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"以欲止欲,观音,佛门,文化",LAT032-040
LAT032-037,上山·上山·爱,校对轮,已校对,文化,散布真理还会遇到愚民,“事实上，有关观音男女的争执，我还是受害人。我写过一篇《观音不男不女》的文章，后来做为书名，和其他杂文印成一本小册子，不料推出以后，蒋介石政府还没查禁呢，却先被善男信女给查禁了。摆书摊的阿公阿婆拒绝代售这书，理由是作者侮辱了观音。这一被禁书经验使我感到，你散布真理的时候，阻力绝不止于昏君，还有愚民呢！再进一步推论，阻力绝不止于暴君，还有暴民呢！”,002.第一部——三十年前.txt,2248,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"观音,查禁,愚民,文化",LAT032-041
LAT032-038,上山·上山·爱,校对轮,已校对,文化,佛经禁欲挡不住事实,“缺德？我就是看不惯他们不缺的仁义道德。你看佛经怎么看女人：按照佛门理论，不论《杂阿含经》、不论《方广大庄严经》、不论《佛本行集经》，都记魔女做六百种色、三十二种媚，用以惑佛。但是佛的反应却视女色女媚为‘尿屎囊袋’！《四十二章经》记天神献玉女，用以试炼佛，但是佛的反应却视玉女为‘革囊众秽’！《后汉书》记天神遣好女给浮屠，但是浮屠的反应却视好女为‘革囊盛血’！大体上，都把女人看做‘两脚水肥车’，只见其臭腐，不见其美丽。不过，这种见地，似乎唯佛唯浮屠能办到，而其信徒和尚者，却戛戛其难。所以，流精所及，玉通和尚五十二年把持，最后功亏一篑，五戒禅师几十载辛苦，最后毁于一妓。——和尚愈大，他两腿中间的‘小和尚’愈闹个没完，孔夫子说‘吾未见好德如好色者'’，我却说‘吾未见好佛经如好色者’。可见经典理论是一回事，事实行为是另一回事。他们整天念佛经，可是狗屁倒灶的事，一样也不少做。”,002.第一部——三十年前.txt,2252,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"佛经,女人,好色,文化",LAT032-042
LAT032-039,上山·上山·爱,校对轮,已校对,文化,佛教以恐惧规训欲望,“另外还有一种不以死人吓唬自己的方法，就是警告男人会变成女人。《欲海回狂》书里还谈到男人好色，下辈子会变成女人。照佛教的理论，变成女人是很倒楣的事。佛经里挖苦女人的话，可以一举举一大堆。《巴利典小品》说女人本性像‘取巧多智的贼，和她们同在一块儿，真理就很难找得着’；《毗奈耶杂事》说女人‘作恶’、‘无恩’、‘刻毒’等像‘大黑蛇’；《增一阿含经》说女人‘不净行’、‘妄语’、‘心不正’；‘正法念经’说女人‘自恃身色’、‘憍慢’、‘如雹，能害善苗’；《智度论》说女人以‘着欲故，虽行福，不能得男身’；《宝积经》说‘女人是大毒’；《大毗婆娑论》说女人‘是梵行垢’；《大般涅盘经》说女人是‘大魔王，能食一切人’等等等等，简直说不完。不过，佛经里瞧不起女人，但并不遗弃女人，而是仍要救她们，当然救女人也因为要救男人的缘故。《增一阿含经》说佛出世为的是救女人和救男人脱离女人的羁绊，‘佛不出世时，女人入地狱如春雨雹’；佛出世后，女人才能得救。而救女人之道无他，使女人先变成男人而已。女人先变成男人，才能上天或成佛。正因为当女人这么倒楣，所以《欲海回狂》这种书就吓唬男人，说你好色，下辈子会变成女人。”,002.第一部——三十年前.txt,2262,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"欲海回狂,女人,佛教,文化",LAT032-043
LAT032-040,上山·上山·爱,校对轮,已校对,情爱,太上忘情是有情而不滞,“古人讲‘太上忘情’，太上是最高明的人、是圣人。‘太上忘情’不是没有情，而是有情，但把它放到好像忘了的层次。照原始的解释，忘情是寂焉不动情，若遗忘之者。庄子说：‘言者所以在意，得意而忘言。’陶渊明说：‘此中有真意，欲辩已忘言。’忘言不是说把要说的话给忘了，而是默默的体味它的意思，不以说话来表达。忘情也是如此。忘情绝不是无情，而是有情的，可是有情却不为情牵、不为情困，要把情处理得豁达洒脱。有情是好的，但是有情一有到沾滞、一有到不洒脱的地步，就把情给弄得乌烟瘴气了。‘圣人’和‘太上’绝不这样把情给弄糟了，甚至弄成恶形恶状化。晋朝王衍死了儿子，他悲不自胜。他的好朋友山涛去看他，说何必如此。他回答说：‘圣人忘情，最下不及于情。然则情之所钟，正在我辈。’这段话重点不但在‘圣人忘情’，更在‘最下不及于情’，‘最下’就是三流的、不入流的人，这种人对情一片嚎啕，全无抑制、转化与升华的修养。结果呢，情就沦为恶形恶状化。中国人在哭丧上，最能表现这种恶形恶状。王衍说‘最下不及于情’，就是指这种水准的人，‘最下’是全无格调的，连情字都不足语也。‘太上忘情’的范围是广义的，当然也包含男女的爱情在内。我总觉得，在爱情的离合上，尤其在离别、在分手时所表现的，最能看出一个情人的水准。晋朝王衍的钟情论，认为‘情之所钟，正在我辈’，有别于‘太上忘情’、‘圣人忘情’，关键在王衍的儿子死了，他的反应有点钻牛角尖，我拿一位现代老祖母的故事一比，就比出来了。一个老祖母死了小孙女，但她没有悲不自胜、没有一片嚎啕，反倒看起来很平静。人们奇怪，问她为什么死了小孙女还如此达观。老祖母说：‘我很老了，我的生命不但指日可数了，并且指时可数了。每一小时对我都很重要，我对每一小时都很重视。所以，同一个小时，我用来伤心难过，为我走了的小孙女流泪，倒不如花同一小时，用来回忆我跟小孙女的快乐时光，回忆我们怎样在阳光下捉蚱蜢、怎样在树丛中捉迷藏、怎样拍手高歌、怎样一人吃一个蛋卷冰淇淋……一小时中，我有太多太多快乐的时光可以回忆，为什么我要那么想不开，在同一个小时里，专想小孙女的死而制造痛苦呢？’——这位现代老祖母，比起古代的晋朝王衍来，岂不高明多了吗？老祖母的作风，只在一念之转，但那一转，就是‘太上忘情’。”,002.第一部——三十年前.txt,2324,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"太上忘情,爱情,洒脱,情爱",LAT032-044
LAT032-041,上山·上山·爱,校对轮,已校对,情爱,第一流爱情要提前结束,“‘太上忘情’非但不是不去恋爱，并且还恋爱恋得畅快淋漓，只是能够及时断情绝情而已。因为‘太上’的境界是第一流的，第一流的爱情往往是短暂的、新奇的、凄迷的、神秘的……当两人相处得太熟太久的时候，第一流的爱情，就会褪色。爱情的坟墓，岂特结婚而已，不讲技巧的超过三个月，坟墓的土壤，就开挖了。在这种可能发生的时候，‘太上’会提前结束。”,002.第一部——三十年前.txt,2378,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"太上忘情,爱情,分手,情爱",LAT032-045
